#    lambda_um    Flux_Jy   Sigma_Jy    AOT ident.
      3.96784      1156.25      9.41014      4.00000
      3.97038      1143.31      8.38900      4.00000
      3.97187      1137.08      7.45585      4.00000
      3.97447      1121.07      5.48274      4.00000
      3.97663      1112.92      6.03209      4.00000
      3.97858      1104.18      5.33279      4.00000
      3.98046      1103.17      4.48441      4.00000
      3.98234      1105.32      4.70134      4.00000
      3.98433      1112.36      5.79182      4.00000
      3.98650      1119.13      2.92530      4.00000
      3.98837      1121.89      3.06761      4.00000
      3.99053      1122.98      2.41163      4.00000
      3.99243      1122.80      2.08543      4.00000
      3.99433      1120.34      2.76806      4.00000
      3.99630      1118.20      6.56873      4.00000
      3.99883      1112.31      11.6118      4.00000
      4.00072      1100.84      13.2459      4.00000
      4.00317      1077.82      12.7875      4.00000
      4.00448      1067.59      13.2714      4.00000
      4.00638      1056.09      10.4411      4.00000
      4.00826      1052.12      8.15289      4.00000
      4.01081      1055.02      6.25380      4.00000
      4.01270      1058.82      5.27771      4.00000
      4.01343      867.054      32.3906      5.00000
      4.01359      869.071      27.1627      5.00000
      4.01465      876.900      22.6124      5.00000
      4.01466      1058.10      5.25988      4.00000
      4.01678      879.943      20.4189      5.00000
      4.01684      1056.89      5.78260      4.00000
      4.01869      1059.19      5.60594      4.00000
      4.01895      884.937      14.2060      5.00000
      4.02060      1066.27      6.18658      4.00000
      4.02124      888.935      12.7249      5.00000
      4.02246      1073.47      6.96777      4.00000
      4.02337      890.269      11.4395      5.00000
      4.02462      1077.00      6.47819      4.00000
      4.02550      893.203      10.9340      5.00000
      4.02661      1078.43      5.65667      4.00000
      4.02762      895.747      10.6753      5.00000
      4.02849      1074.74      5.78250      4.00000
      4.02975      907.141      9.88579      5.00000
      4.03039      1071.63      5.52729      4.00000
      4.03204      918.476      10.5759      5.00000
      4.03228      1067.52      4.71495      4.00000
      4.03405      927.525      9.68453      5.00000
      4.03479      1056.83      6.75577      4.00000
      4.03618      923.747      10.3577      5.00000
      4.03642      1046.36      5.96227      4.00000
      4.03827      1031.09      7.65731      4.00000
      4.03830      904.747      15.6642      5.00000
      4.03957      881.134      11.7805      5.00000
      4.04017      1012.07      8.60548      4.00000
      4.04095      862.982      9.22633      5.00000
      4.04232      987.560      9.30746      4.00000
      4.04308      841.390      7.86504      5.00000
      4.04419      965.387      7.54119      4.00000
      4.04521      832.434      8.29167      5.00000
      4.04682      944.047      5.98535      4.00000
      4.04717      825.304      7.93052      5.00000
      4.04871      936.441      4.38191      4.00000
      4.04930      827.491      10.4613      5.00000
      4.05062      933.744      3.37868      4.00000
      4.05158      826.201      12.5126      5.00000
      4.05278      938.192      3.92117      4.00000
      4.05376      847.782      13.2777      5.00000
      4.05495      950.467      6.76934      4.00000
      4.05588      858.086      11.7853      5.00000
      4.05690      960.984      6.67584      4.00000
      4.05806      876.258      2.96381      5.00000
      4.05878      970.418      6.18970      4.00000
      4.06018      872.467      2.33748      5.00000
      4.06076      977.049      5.53133      4.00000
      4.06231      863.658      5.04236      5.00000
      4.06290      980.456      3.60861      4.00000
      4.06443      855.904      5.16988      5.00000
      4.06510      980.254      2.33077      4.00000
      4.06565      852.069      6.48082      5.00000
      4.06698      978.857      2.60622      4.00000
      4.06708      849.515      8.65641      5.00000
      4.06883      975.245      4.37476      4.00000
      4.06921      843.007      14.5399      5.00000
      4.07117      824.257      16.5715      5.00000
      4.07140      967.394      3.48156      4.00000
      4.07346      815.462      8.81955      5.00000
      4.07367      959.782      7.19751      4.00000
      4.07542      815.504      7.28438      5.00000
      4.07551      958.894      6.46755      4.00000
      4.07739      963.896      8.02985      4.00000
      4.07760      818.237      2.30145      5.00000
      4.07929      969.974      9.33145      4.00000
      4.08004      812.305      4.06219      5.00000
      4.08114      981.960      11.2048      4.00000
      4.08200      803.788      6.00978      5.00000
      4.08330      974.309      16.8941      4.00000
      4.08412      790.740      5.86075      5.00000
      4.08530      947.686      23.5056      4.00000
      4.08624      776.489      6.39470      5.00000
      4.08716      901.613      27.6928      4.00000
      4.08730      766.544      6.41685      5.00000
      4.08784      887.703      24.3957      4.00000
      4.08784      887.703      24.3957      4.00000
      4.09065      787.154      13.4117      5.00000
      4.09266      793.425      20.0484      5.00000
      4.09600      789.869      19.3768      5.00000
      4.09706      788.732      14.4445      5.00000
      4.09918      802.365      11.6123      5.00000
      4.10114      804.138      10.1073      5.00000
      4.10258      816.414      6.18744      5.00000
      4.10470      809.346      9.40191      5.00000
      4.10598      796.199      9.76169      5.00000
      4.10804      802.197      11.7000      5.00000
      4.11016      804.140      14.2637      5.00000
      4.11218      820.667      15.3715      5.00000
      4.11446      823.301      14.7254      5.00000
      4.11664      824.085      8.66636      5.00000
      4.11892      818.736      7.12980      5.00000
      4.12104      798.825      7.01677      5.00000
      4.12316      783.948      8.31588      5.00000
      4.12527      767.031      9.32051      5.00000
      4.12633      757.393      9.28199      5.00000
      4.12967      775.891      11.9693      5.00000
      4.13079      778.287      10.9514      5.00000
      4.13291      788.605      9.31100      5.00000
      4.13624      791.966      5.25170      5.00000
      4.13826      791.035      4.26615      5.00000
      4.14038      789.552      8.12558      5.00000
      4.14243      792.151      8.71292      5.00000
      4.14371      801.740      11.4273      5.00000
      4.14500      811.516      13.1986      5.00000
      4.14711      823.019      13.8140      5.00000
      4.14923      834.342      8.22471      5.00000
      4.15134      837.971      13.8906      5.00000
      4.15346      824.509      12.2111      5.00000
      4.15564      819.866      9.53404      5.00000
      4.15792      812.434      9.83425      5.00000
      4.16003      818.442      6.91841      5.00000
      4.16215      811.554      6.77394      5.00000
      4.16426      798.839      8.01788      5.00000
      4.16621      786.923      5.45007      5.00000
      4.16865      787.162      7.74079      5.00000
      4.17083      782.161      11.6543      5.00000
      4.17294      777.260      11.3977      5.00000
      4.17505      773.258      10.7933      5.00000
      4.17740      774.976      10.1729      5.00000
      4.17951      780.945      7.48385      5.00000
      4.18162      795.057      11.0109      5.00000
      4.18374      813.493      12.0761      5.00000
      4.18585      821.390      15.8450      5.00000
      4.18812      812.456      17.1195      5.00000
      4.19030      793.181      19.3701      5.00000
      4.19242      787.878      15.7374      5.00000
      4.19452      796.475      11.1971      5.00000
      4.19687      801.401      9.43087      5.00000
      4.19882      801.266      8.73728      5.00000
      4.20085      788.395      9.29537      5.00000
      4.20215      788.824      9.41088      5.00000
      4.20360      788.248      10.1336      5.00000
      4.20571      780.785      11.3844      5.00000
      4.20766      778.932      11.5816      5.00000
      4.20977      762.695      12.4441      5.00000
      4.21188      756.052      11.4044      5.00000
      4.21406      752.505      8.19026      5.00000
      4.21649      758.650      5.61299      5.00000
      4.21844      764.411      4.81407      5.00000
      4.22055      762.325      4.42770      5.00000
      4.22265      771.554      5.44704      5.00000
      4.22476      765.116      7.54289      5.00000
      4.22687      775.502      11.9493      5.00000
      4.22922      793.131      17.5174      5.00000
      4.23149      798.007      17.6954      5.00000
      4.23327      799.296      14.1751      5.00000
      4.23578      781.522      9.43429      5.00000
      4.23789      787.014      3.37704      5.00000
      4.23999      784.936      3.80889      5.00000
      4.24210      779.439      4.46947      5.00000
      4.24420      768.276      6.33839      5.00000
      4.24647      759.383      5.63210      5.00000
      4.24866      749.269      4.56176      5.00000
      4.25092      744.843      6.23566      5.00000
      4.25295      734.571      5.53300      5.00000
      4.25522      733.309      5.11216      5.00000
      4.25732      733.052      6.58318      5.00000
      4.25942      740.107      7.14689      5.00000
      4.26152      738.584      8.05309      5.00000
      4.26363      746.497      9.08679      5.00000
